,Product,Count
1081,display.product*lon_3210*sandaliasflatluisonofreempeleeaplicacaodecristaisswarovski,1
1082, /botas/botas-rasas-e-cavaleiro/botas-cavaleiro-em-pele-castanho-chocolate-luis-onofre.html,1
1083, order.finalized*300001292*order.subtotal*176.00,1
1084, display.product*sam_0123*b-litespinner77cm-azul,1
1085, display.product*tlg_1001*infusaoadelgacantebio,1
1086, display.product*aun_0014*malahuntermitch-castanha-auntsanduncles,1
1087, link2,1
1088,malasecarteiras,5
1089, display.product*eas_0203*botaempeleverde-egidioalves,3
1090, lon_4213,1
1091, lon_2149,2
1092, display.product*muu_0093*cintolargoempeledevacatexturadarosavelho,1
1093, edicoeslimitadas,1
1094, display.product*ljv_0142*relogiodespertadormulticolorido-aurora,1
1095, display.product*ljv_0303*kit3filtrose3escovaslateraisp/oroomba-acessorios,1
1096, 1013,2
1097, /?gclid+cpxziiqw-k0cfvahtaodfcjzsw,1
1098,/?gclid+ci_w5o_m8k0cfcentaodztu7ta,1
1099, display.product*jat_0200*conjuntocompleto'tracos',1
1100, 3078,1
1101, 4314,2
1102, lon_2309,1
1103, display.product*tlg_0090*cremedescontraccao,1
1104, display.product*lon_4121*botimempelecamel-luisonofre,24
1105, cart.addproduct*lon_4214*251.0000,1
1106, oxigene,1
1107, display.product*lon_4122*botimempelecinzentamanchada-luisonofre,54
1108, display.product*eas_0202*botaempelebordeaux-egidioalves,1
1109, order.subtotal*380*order.incrementid*300001256,1
1110, display.product*ljv_0090*bateriarecarregavelparaherogoprohd,2
1111,display.product*lon_4103*botinesenpielcamelydetallesdorados-luisonofre,1
1112,link1,1
1113, tecnologia&diversao,2
1114, 1070,2
1115, display.product*lon_2447*capaluisonofreparaipadempelebordeaux,1
1116, cart.addproduct*ljv_0476*39.9000,1
1117, 11001,1
1118, /?t+45nruxf6oa4izkvfq9my3a7rabec8xci&c+lon%2apdd31012012,1
1119,orderonline*ljv_0464*link4,3
1120,ipad1/2,47
1121, display.product*lon_4111*botimempelepitonpreta-luisonofre,66
1122,/?t+syh7vftwo7cdnqowrnlaomv9hjsxokv6&c+ljv%2apdd19012012,1
1123, 7063,2
1124, gopro,3
1125, pddimage*ljv_0048*link3,3
1126, /?t+lvvhxsj98xcpbn8f6yhmrfoxrdvm79wh&c+lon%2apdd27122011,1
1127, cart.addproduct*lon_4000*180.0000,2
1128, boots,17
1129,accao!!,4
1130, childlocator,1
1131, 7001,1
1132, display.product*lon_2119*botasluisonofreemcetimecristaisswarovski,53
1133, /?gclid+cmh0iomn0q0cfuhrfaodu0zana,1
1134, display.product*lon_2119*luisonofresatinbootswithswarovskicrystals,1
1135,/?gclid+clw4_p3-yq0cfvqlfaodktb2gw,1
1136, display.product*lon_4120*chocolatebrownleatherbooties-luisonofre,2
1137,display.product*ljv_0070*comandoparadesligartelevisoesautomaticamente,9
1138, display.product*tlg_1012*slim7-suplementoalimentar,2
1139, newsletter.subscription*sogago.33@hotmail.com,1
1140, display.product*lon_4400*sabrinasempelocremeeflordecristaisswarovski-luisonofre,24
1141, /lon-brand,5
1142, display.product*lon_4116*pitonleatheropentoebooties-luisonofre,2
1143, order.finalized*300001289*order.subtotal*239.50,1
1144, display.product*lon_4000*opentoesincreamsuedeandgoldendetails-luisonofre,3
1145, sabrinasempelecremeecristaisswarovskiluisonofre,1
1146, /botins/botim-em-pele-croco-bordeaux-luis-onofre.html,3
1147, display.product*lon_3404*sabrinasluisonofreemcetimtaupeeswarovski,6
1148, 2149,1
1149,/sam-faq,1
1150, order.finalized*300001283*order.subtotal*74.00,1
1151,plataformas,1
1152,pumpseopentoes,11
1153, display.product*ljv_0136*rainbowinmyroom-arco-irisnomeuquarto,3
1154, display.product*sam_0146*usairtravel3-dialcombilock-cadeadodetriplacombinacao,1
1155, 7100,1
1156,lon_4508,27
1157, outlet,100
1158, display.product*lon_1026*sandaliasluisonofreemcetimvermelho,23
1159, display.product*ljv_0198*isqueirocamara-tirafotos,3
1160, aliancas,2
1161, display.product*ljv_0276*geostar-otopodegamaemlocalizacao,1
1162, 2790,1
1163, /stx-fashion-network,3
1164, outono/inverno,28
1165, /conteudos/?id+7,1
1166, 1029,2
1167, display.product*ljv_0237*motaskyteam?v-raptor?125areplicadavanvan,11
1168, pddtitle*ljv_0458*link2,7
1169, order.subtotal*148*order.incrementid*400000083,1
1170,display.product*rev_0008*soutienbalconnetdalilaempreto,1
1171, display.product*tlg_1003*infusaoserenidadebio,1
1172, order.subtotal*19.9*order.incrementid*200000404,1
1173,display.product*lon_4207*botasdemontarenpielnegra-luisonofre,1
1174, order.finalized*900000077*order.subtotal*71.50,1
1175, caracteristicasdohrevo,1
1176,display.product*ljv_0069*kitsolar6em1-didaticoparamiudosegraudos,1
1177, newsletter.subscription*elsamacau@yahoo.com,1
1178, /lon_es-customer-support,2
1179, douceur,1
1180, display.product*ljv_0046*magiadaprojeccao3demhologramamirage2000-hologrammaker,7
1181, crazyfriday,1
1182, order.finalized*200000372*order.subtotal*24.90,1
1183,pddtitle*ljv_0524*link2,1
1184, bodies/cintosdeligas,2
1185, 3504,1
1186, display.product*ljv_0038*helicopterotelecomandadorcbladez3d,5
1187,/ljv-contacts?t+anna3b3xoiuo277roovww28e7oyt5x9p&c+ljv%2apdd11012012,1
1188, order.subtotal*171*order.incrementid*1500000455,1
1189, display.product*sam_1011*sammiesdreamsbackpackelephants-mochilaelefantes,1
1190,/?gclid+cjae0qe90q0cfquofaoddwbzlg,1
1191, 2119,2
1192, /?gclid+cnqyjd6bxq0cfquofaodyjflgg,1
1193, /customer/account/create/,10
1194, cart.addproduct*shl_0001*71.4000,1
1195, /?gclid+clubjadvtq0cfyehtaod7ldzgw,1
1196, primavera/verao,69
1197, /?gclid+ci6mwqrct60cfuupfaodyfhsmg,1
1198, /?gclid+cnwo4qtw660cfvahtaodqm595q,1
1199, 4120,2
1200, botasrasasecavaleiro,58
1201, display.product*lon_7007*sandaliasluisonofreempelecomaplicacaocordas,2
1202, display.product*ljv_0632*rimaxipcam7100,3
1203, display.product*lon_4122*greyleatherbooty-luisonofre,5
1204,display.product*ljv_0436*hdhero2-outdooredition,5
1205, display.product*lon_3202*sandaliasflatluisonofreempeleecetimcomaplicacaodeplumasecristaisswarovski,6
1206, cart.addproduct*ljv_0436*344.9000,1
1207, pddimage*ljv_0528*link3,29
1208,display.product*lon_4010*pumpsdecunaengamuzadepielnegraydetallesdorados-luisonofre,1
1209,display.product*lon_4003*pumpsengamuzadepielnegraystiletodorado-luisonofre,1
1210, gogglestrapmount,1
1211, display.product*tlg_0301*concentradodecolageneo,1
1212, negocios,1
1213,pddimage*ljv_0529*link3,13
1214, link4,1
1215, gio_0090,1
1216, display.product*mlb_0002*botasdecanoaltoemcamurcapreta-malenebriger,3
1217, gastos,1
1218, cart.addproduct*ljv_0591*139.9000,1
1219,paginacontactos,1
1220, display.product*lon_3124*sandaliasluisonofreempeleedetalhemetalico,1
1221, order.subtotal*200*order.incrementid*300001225,1
1222, /?gclid+ckunof62ua0cfuhrfaodhfdtnq,1
1223, palinha,4
1224, display.product*tlg_0010*gelpernasleves,1
1225, display.product*frz_0007*sandaliasdecunharoxas-furiezza,1
1226, /camara_hero_gopro_helmet_hd_c__oferta_cartao_32gb/prod1017.html,1
1227, /?gclid+cjajo-t71q0cfuimfaodvxslnw,1
1228,display.product*lon_4212*blackleatherbootswithgoldendetails-luisonofre,1
1229, berloques,1
1230, display.product*ljv_0192*spysoftwareparatelemoveis-monitorizeoseutelemovelesaibasempreondeeleesta!,4
1231,display.product*eas_0204*botaaltacamel-egidioalves,1
1232, eficiencia-hrevoe-recruitment,1
1233, /?gclid+cparxtcszq0cfcsktaoddmw8lg,1
1234, 4216,2
1235, display.product*tlg_0018*exfoliantedoce-salgado,1
1236, display.product*pbr_2001*sapatosflatsemcamurcacinza,1
1237, medidor,1
1238, display.product*lon_4504*greensuedebootswithsidebow-luisonofre,3
1239,display.product*ljv_0462*robotvirobidavileda,1
1240, display.product*lon_4306*bolsoenpieltexturadabordeaux-luisonofre,3
1241, /sales/order/history/,9
1242,botasrasasecavaleiro,6
1243, /?gclid+cpxphzts0q0cfbihtaodshaikw,1
1244, display.product*hrl_2029*botasempeleecamurcapreta-siennaseal,6
1245, display.product*lon_4509*botasconstilettodoradoydetallesdepeloyswarovski-luisonofre,1
1246, display.product*lon_1044*sandaliascunhaluisonofreempelebegeevermelho,3
1247,pddtitle*ljv_0031*link2,6
1248, display.product*lon_4218*botasplanasenpieldegamuzaverdesecoydetallesdorados-luisonofre,5
1249, 3090,1
1250, ipad,1
1251, descomen,1
1252, display.product*lon_4117*botinsemcamurcapretaedetalhesniquel-luisonofre,12
1253, display.product*lon_3105*luisonofresandalswithleatherandswarovskicrystals,1
1254, /?gclid+ckqc48kj160cfrihtaod4t4t2a,1
1255, display.product*lon_4216*botascavaleiroempelecamel-luisonofre,15
1256, display.product*lon_3503*mocassinsluisonofreemgangaecristaisswarovski,2
1257,pddtitle*ljv_0070*link2,6
1258, display.product*lon_4003*pumpsemcamurcapretaestiletodourado-luisonofre,13
1259, orelhas,3
1260, /?gclid+ckum1myq4a0cfziifaod6ru09q,1
1261,plumasycristalesswarovski,1
1262, display.product*ljv_0438*supercross125-novomodelo,1
1263,display.product*lon_4115*botinscavaleiroempelepretaedetalhesmetalicos-luisonofre,2
1264, display.product*lon_4105*leatherbootieswithcrosseddetails-luisonofre,2
1265, display.product*pbr_2091*sandaliaempied-de-pouleepeletricolor,4
1266, display.product*pbr_3061*botasemcamurcaverdecomsaltostiletto-paulobrandao,1
1267, display.product*nic_0001*sandaliasplataformacomsaltocristal-tirasparaprenderaotornozelo,1
1268, /?gclid+cnoogoqxxq0cfuqmfaodthgxfw,1
1269,pddtitle*ljv_0459*link2,9
1270,pddimage*ljv_0524*link3,4
1271,display.product*lon_4305*malaempeletexturadapreta-luisonofre,1
1272, display.product*lon_4218*darkgreensuedebootswithgoldendetails-luisonofre,1
1273, soutiens,1
1274, order.finalized*200000374*order.subtotal*299.80,1
1275, lon_4121,2
1276, display.product*tlg_0300*cremedecolageneo,5
1277, 4500,2
1278, /sales/order/view/order_id/2559/,1
1279, display.product*ljv_0496*h-racer2.0(ir)ekitestacaodehidrogenio-aproximageracao,4
1280, order.subtotal*5.9*order.incrementid*200000335,1
1281, display.product*lon_4508*mahoganybrownleatherboot-luisonofre,6
1282, order.finalized*200000366*order.subtotal*24.90,1
1283, display.product*lon_4014*opentoesenpieliris-luisonofre,4
1284,link1*sko,1
1285, display.product*lon_2203*botinsopentoeluisonofreempeletexturacrocodilo,10
1286, order.finalized*300001246*order.subtotal*208.00,1
1287, /?gclid+ciyp96dr0k0cfasmtaodfw6qng,1
1288, display.product*ljv_0086*transformersrobotcomcomandosemfios,1
1289, display.product*jat_0093*conjunto'tracos'-tacasdesopa(6unidades),2
1290,alcacobra,1
1291, display.product*ljv_0141*veladeceracomefeitoled,1
1292,/ljv-legal,1
1293, display.product*hrl_2006*botinscinzacomatilhoslaterais-angieask,3
1294, 4004,2
1295, 1026,2
1296, order.subtotal*24.9*order.incrementid*200000383,1
1297, display.product*snl_0047*sapatoscinzaemcamurca-sinela,1
1298, sandaliasdecunha,9
1299, botasdetaconalto,4
1300, display.product*lon_4218*botasrasasemcamurcaverdesecoedetalhesdourados-luisonofre,37
1301, /lon_en-about-us,1
1302, order.finalized*1500000485*order.subtotal*352.00,1
1303,/?t+3xzs5pikxbtxji9j3sed2q4pg3ru40mg&c+lon%2apdd25112011,1
1304, display.product*lon_4010*pumpsdecunaengamuzadepielnegraydetallesdorados-luisonofre,2
1305, display.product*gls_0044*brincoscoleccaostatus,1
1306, /sales/order/view/order_id/2848/,1
1307, display.product*ljv_0054*relogiodesportivoespiaocomcamaradefilmar,3
1308, order.finalized*1500000466*order.subtotal*171.00,1
1309, flatsandals,2
1310, bongo,1
1311, display.product*ljv_0414*camaragobandithdc/gps-gpshdactioncamfromgobandit,43
1312, display.product*gio_0085*vestidodenoiva'tracado'giorodrigues,2
1313,boots,1
1314, display.product*tlg_0059*esfoliantecomcascadeamendoas,1
1315,/?gclid+ckeq5p6axq0cfquofaodyjflgg,1
1316, order.finalized*1500000481*order.subtotal*69.90,1
1317, 0009,1
1318, display.product*ckl_0014*sapatoskoto-calvinklein,5
1319,tecnologia,8
1320, camaraip,1
1321,display.product*ljv_0144*conjunto4velasledlight-crieoambientedasvelastradicionaissemtrabalhonenhum!,1
1322, display.product*lon_4214*taupeleatherbootswithcrosseddetails-luisonofre,1
1323, rc,38
1324, /acessorios-1.html?color+45,1
1325, balconnet,1
1326, display.product*lon_4109*botimempelecrococastanha-luisonofre,28
1327, vented,1
1328, display.product*ljv_0453*globosuspenso-spacemissionassortmentlevitron,1
1329, cart.addproduct*ljv_0433*149.9000,1
1330,/?gclid+cmzvizg-3q0cfvgkfaodwwn8oa,1
1331, adelgacar/refirmar,5
1332, display.product*ckl_0006*teniscinzentosviggo-calvinklein,3
1333, display.product*tlg_0206*oleoacetinadobronzeadorspf6,2
1334, display.product*lon_1114*vestidoazulclarodesfileprimavera/veraoluisonofre,2
1335, lon_4508,127
1336, display.product*muu_0063*malaelasticosempeledevacacastanha,11
1337, display.product*eas_0008*sapatoazulmarinheiro-egidioalves,3
1338,display.product*lon_4121*botimempelecamel-luisonofre,5
1339, cart.addproduct*lon_4107*190.0000,1
1340, display.product*lon_3304*sandaliasdecunhaluisonofreempelecomaplicacoesdeflores,7
1341, display.product*pbr_2003*sapatosflatsemcamurcaazulclaroeescurocomapontamentodourado,4
1342, display.product*ljv_0162*t-shirtt-sketch,1
1343, display.product*ljv_0315*roombakitdesubstituicao500-seriesreplenishkit,1
1344,display.product*pls_0017*sandaliasdenoitecascatadediamantes-douradas,1
1345, display.product*ljv_1125*camaradomeipux1720,1
1346, comandotv,1
1347,display.product*ljv_0002*lanternaparamergulho-ate30metrosprofundidade,1
1348, cart.addproduct*ljv_0254*9.9000,1
1349, display.product*ljv_0417*yokeshopper-oseucompanheirodecompras!,3
1350, /?gclid+cmqplmpxx60cfuimfaodrryziw,1
1351, sabrinasemocassins,68
1352, viagemrigida,6
1353, display.product*lon_3114*luisonofresandalsinsatinwithswarovskicrystals,1
1354, display.product*ljv_0144*conjunto4velasledlight-crieoambientedasvelastradicionaissemtrabalhonenhum!,1
1355, display.product*sam_1005*sammiesdreamsuprightteddy50cm-trolleyteddy,1
1356, display.product*rev_0093*bodydecontencaosemaroemchampanhe,1
1357, display.product*lon_2137*botasluisonofreempeletaupeelycra,15
1358, cart.addproduct*lon_4007*214.0000,2
1359, display.product*tlg_0033*gelthalgomince,2
1360, lifestyle,13
1361, display.product*brx_0003*stilettoemcamurcapretacomdetalhedourado-bronx,3
1362, 4011,1
1363, display.product*ljv_0016*relogiocomemissaodemensagensprogramaveis-xp3ultra,2
1364, display.product*ljv_0030*baralhodecartasp/pokeremacoinoxidavel,2
1365, 2025,1
1366,display.product*lon_4120*botinsempelecastanhochocolate-luisonofre,3
1367, pddimage,1
1368, /sam-customer-support,2
1369, display.product*lon_3113*sandaliasluisonofreempelepretaecristaisswarovski,2
1370,laranjaefucsia,1
1371, /?gclid+cpksk_x3-q0cfcentaodztu7ta,1
1372, display.product*lon_4015*pumpsenpielbeigeydetallesdorados-luisonofre,3
1373, 4014,2
1374, 4501,2
1375, display.product*lon_1029*sandaliasluisonofreempeleazuleaplicacaoempedras,3
1376, frigimince,1
1377, /rc_bladez3d/prod767.html,1
1378, sapatos,6
1379, display.product*pbr_3163*pumpsemverniztaupeescuro-paulobrandao,6
1380,display.product*lon_4101*botinsopentoeempeleiris-luisonofre,3
1381, display.product*eas_0006*sapatoazulcomlacoecorrente-egidioalves,12
1382, order.finalized*1800000012*order.subtotal*188.00,1
1383, cart.addproduct*ljv_0128*34.9000,2
1384, order.finalized*200000405*order.subtotal*19.90,1
1385,productlegend*ljv_0529*link5,3
1386, 0151,1
1387, /botins.html,2
1388, /?gclid+ckgg6tnd4a0cfqudfaodlyc-9q,1
1389, stockoff,40
1390, display.product*lon_4403*sabrinasempelecremeecristaisswarovski-luisonofre,10
1391,display.product*lon_4107*botinsempelecastanhomogno-luisonofre,5
1392, pddimage*ljv_0459*link3,17
1393, display.product*lon_3201*luisonofreflatsandalsinleatherwithflowerapplications,1
1394, display.product*ljv_0216*cineminswivelprojectorportatil-ipodeiphonecompatible,1
1395, order.subtotal*148*order.incrementid*1500000462,1
1396, msy,12
1397, display.product*lon_3500*mocassinsluisonofreempeletexturapiton,7
1398, pino,1
1399, order.subtotal*92.9*order.incrementid*200000313,1
1400, pbr,18
1401,display.product*lon_3504*mocassinsluisonofreempeletaupeecristaisswarovski,2
1402, high-heeledboots,4
1403, display.product*lon_2116*luisonofrebrownleatherbootswithswarovskicrystals,1
1404, display.product*ljv_0430*grabbagkitdefixacaop/camaragopro-kit2,4
1405, display.product*frz_0012*pumpsopentoecastanhoscomsaltoemverniz-furiezza,9
1406, nic_0007,1
1407, display.product*ljv_0203*aquariocom4fundosaescolha-spacetank,2
1408, display.product*lon_4119*botinesenpieltexturadapitonconefectocruzado-luisonofre,8
1409,display.product*ljv_0441*hdhero2-motorsportedition,2
1410, flatandridingboots,4
1411,simplesecrets,1
1412, cart.addproduct*tlg_0048*53.7500,1
1413, order.finalized*300001266*order.subtotal*160.00,1
1414, display.product*rev_0142*ligueiroreverieintimateemmicrofibraempreto,1
1415,display.product*ljv_0264*conjuntodepokerdeluxenumeradaseuros-500fichasprotournamentpokerchipsset,1
1416, /customer/account/login/,39
1417, display.product*tlg_0003*cremenutricaointensacorpo,2
1418, display.product*btn_0024*botinsempeleecamurcapretos-baltarini,1
1419, order.subtotal*79.7*order.incrementid*200000377,1
1420,display.product*ljv_0114*pedometrocom7funcoes-comalarmedepanico,1
1421, display.product*ckl_0009*botinscinzentosceciliaemcamurca-calvinklein,2
1422, 4108,2
1423, display.product*frz_0005*sandaliasdecunhacastanhas-furiezza,1
1424,debolsaedeataquepessoal-cavius,4
1425, /?gclid+cour3m-d260cfvgkfaodwwn8oa,1
1426, otono/invierno2010,2
1427, pddtitle*ljv_0070*link2,24
1428,link4,1
1429, display.product*sbt_0013*botinsscienceemcamurcapreta-sambapati,4
1430, cart.addproduct*ljv_0031*19.9000,2
1431, 2124,1
1432, display.product*ljv_0498*kitdeexperiencias-seteducacaosolardehidrogenio,1
1433, display.product*ljv_0480*contouruniversalmountadapter,1
1434, cart.addproduct*ljv_0430*24.9000,2
1435,display.product*ljv_0014*balancadigitalparamalas-essencialparanaopagarexcessodebagagemnoaeroporto,1
1436, order.finalized*900000074*order.subtotal*126.05,1
1437, display.product*ljv_0516*meltingclock-inspiradonaartesurrealistadesalvadordali`s,3
1438, display.product*pbr_2007*pumpsemcamurcacastanha,1
1439,display.product*lon_4504*botasengamuzadepielverdeylazolateral-luisonofre,1
1440,viagemrigida,3
1441,display.product*ljv_1143*comandouniversalparaportoes,2
1442, order.subtotal*19.9*order.incrementid*200000406,1
1443, creme,1
1444, display.product*lon_4014*opentoesempeleiris-luisonofre,55
1445, /botins/botins-em-camurca-azul-intenso-e-detalhes-niquel-luis-onofre.html,1
1446, display.product*cml_0036*relogiotaipei-camelactive,1
1447, conjuntos,1
1448, order.finalized*300001333*order.subtotal*175.00,1
1449, cart.addproduct*lon_4401*195.0000,1
1450,crianca,2
1451,display.product*gio_0038*porta-chavesempelemonogramadacastanhagiorodrigues,1
1452, display.product*ljv_0060*claquetedecinema-luz,3
1453, productlegend*ljv_0459*link5,6
1454, display.product*ljv_0275*geokidgps-ultrasensiveletecnologiasirfiii,1
1455,divertimento,7
1456, /sales/order/view/order_id/2698/,1
1457, lowcost,18
1458, display.product*pls_0045*sapatosestilopump-blackleather,1
1459,seguranca,1
1460, 0017,1
1461,display.product*ljv_0524*conversortdtmpeg4sdscart,10
1462, order.subtotal*5.9*order.incrementid*200000333,1
1463, display.product*pbr_3078*sapatosabotinadosempeleecamurcacomaplicacaodelaco-paulobrandao,5
1464, display.product*ljv_0023*relogiobinariozerone-01theone,3
1465, display.product*tlg_1006*infusaodigestivabio,1
1466,1stclass,1
1467, display.product*pls_0033*sandaliasplataformacristaleprata,1
1468, display.product*lon_2140*botasluisonofreempelepretacomaplicacaolaco,18
1469, display.product*lon_2136*botasluisonofreempelecompespontosemetal,8
1470, display.product*lon_1007*sandaliasluisonofreempelepitonbegeeverde,4
1471, /botas/botas-de-salto/bota-mogno-luis-onofre.html,1
1472, newsletter.subscription*cunhalpatricio@gmail.com,1
1473, display.product*ljv_0528*camaraipwirelessrotativac/infravermelhoseaudiobidireccional,34
1474, hdhero2,1
1475, display.product*gio_0086*vestidodenoiva'drapeado'giorodrigues,1
1476, display.product*muu_0106*sacotrancasempeledevacacinzaclaro,2
1477, cart.addproduct*lon_3501*68.0000,1
1478, display.product*ljv_0252*supertrackstick,2
1479, display.product*ljv_0229*mobiscope-mobilephonezoomlenslentezoomparacamarasdetelemoveis,1
1480, display.product*jat_0202*conjuntocompletoarak,1
1481, produtododia,1
1482, 7005,1
1483, /?gclid+coe6sppo0q0cfuhrfaodu0zana,1
1484, /?gclid+ciey9zu54q0cfaentaodbqv7va,1
1485, pddimage*ljv_0530*link3,43
1486,lon_4013,19
1487, display.product*ljv_0476*contoursuctioncupmount,1
1488, display.product*ljv_0087*almofadamusical-oucamusicanacamasemprecisardeheadphones,3
1489, pddtitle*ljv_0530*link2,19
1490,sabrinasemocassins,7
1491, display.product*lon_4114*blacksuedewedgebootieswithgoldenaccents-luisonofre,1
1492, display.product*lon_2116*botasluisonofreenpielmarronyswarovski,1
1493, display.product*ljv_0436*hdhero2-outdooredition,13
1494, display.product*lon_4507*greyleatherboots-luisonofre,3
1495, /?gclid+cib39qor3a0cfuimfaodvxslnw,1
1496, display.product*lon_3506*mocassinsluisonofreempeletexturapitonecristaisswarovski,4
1497, order.finalized*300001265*order.subtotal*247.00,1
1498,/?gclid+cjth7ofa0a0cfs9itaodmlp9la,1
1499, display.product*ljv_0416*pockettranslator(traduzpara12linguas)-oseucompanheirodeviagens!,2
1500, display.product*lon_2445*porta-espelholuisonofreempelecastanha,1
1501, display.product*aun_0017*malahunterjohn-castanha-auntsanduncles,1
1502,display.product*lon_4401*sabrinasempelopretoeflordecristaisswarovski-luisonofre,5
1503, /?gclid+cojs1uux860cfcxofaodphxkrg,1
1504, display.product*ljv_0224*apertodemaoquedachoque!-gadgetmuitoviciante,4
1505,/customer/account/login/,7
1506,display.product*ljv_0036*iwings-aaeronavefuturista,1
1507, /lon_es-legal,1
1508, display.product*lon_4108*bordeauxcrocoleatherbooties-luisonofre,5
1509, order.finalized*1700000011*order.subtotal*176.00,1
1510, noivo,2
1511, 3404,1
1512, order.finalized*200000401*order.subtotal*19.90,1
1513, pddimage*ljv_0125*link3,3
1514, newsletter.subscription*geralterrasdeportugal@gmail.com,1
1515, display.product*lon_4401*bailarinasenpelodecolornegroconunaflorencristalesswarovski-luisonofre,3
1516,display.product*lon_4212*botasempelepretaedetalhesdouradosluisonofre,3
1517,pddtitle*ljv_0458*link2,2
1518, /ljv-contacts?t+eskkmgizdpcz7ffmqsuz6p2s9bho0lv7&c+ljv%2apdd02012012,1
1519, link1*sko,2
1520, /?___store+lon,2
1521, order.finalized*300001301*order.subtotal*180.00,1
1522, display.product*ljv_0471*camaracontourgps,8
1523, gunclock,1
1524, order.subtotal*380*order.incrementid*1500000454,1
1525, display.product*ljv_0150*planetario-projectordeestrelas,5
1526, display.product*lon_4503*botasempelemel-luisonofre,38
1527, /sales/order/view/order_id/2536/,1
1528, lon*remove*all,1
1529, display.product*ljv_0112*astrostar-asestrelasemsuacasa'themagicofstarlightindoors',1
1530, order.subtotal*214.9*order.incrementid*200000411,1
1531, display.product*nic_0060*sandaliasplataformasexyrose,1
1532, hrevo-smarte-talentsolutions,2
1533, display.product*ljv_0073*oculosspy-vejatudooqueseestaapassaratrasdesi,3
1534, display.product*ljv_0259*matraquilhosfootballtablewithtelescopicrods,2
1535, display.product*lon_2311*casacoluisonofrepreto,4
1536, /?t+2pididkzud44o6ulb4ehkli8u4xxaef3&c+ljv%2apdd04012012,1
1537, display.product*ljv_0032*camaraocultaemrelogiodigital-omelhordisfarceparaasuacamara,2
1538, /gio-contacts,1
1539, display.product*aeg_0013*i-podstationmultifuncoes,2
1540, display.product*tlg_0078*sorodeexcepcao,1
1541,display.product*ljv_0213*camaragoprohd960-anovacamaradeentradadagamadagopro-ofertadecartao16g,1
1542, display.product*pbr_2012*botinsemcamurcapretaeazulcomlaco,4
1543, link1,2
1544,/?gclid+cjzg8pratq0cfvblfaod2f51lq,1
1545, display.product*ljv_0056*relogioanalogicocirculosgiratorios01theone,1
1546, display.product*eas_0009*sapatoempelevintageverde-egidioalves,3
1547, pddtitle*ljv_0048*link2,1
1548,display.product*lon_4012*opentoesengamuzadepielazulintensoydetallesdorados-luisonofre,2
1549, order.finalized*300001307*order.subtotal*173.00,1
1550, display.product*ljv_0171*cobertorcommangassuperquentinho-hugzdeluxevermelho,2
1551, display.product*sam_0010*sahorabeautycase-grafite,2
1552, dlx,1
1553, order.finalized*200000379*order.subtotal*35.80,1
1554,outono/inverno,1
1555, display.product*lon_3123*sandaliasluisonofreempeleeganga,3
1556, pesquisa,4
1557, display.product*lon_4504*botasengamuzadepielverdeylazolateral-luisonofre,5
1558,display.product*ljv_0172*cobertorcommangassuperquentinho-hugzdeluxeazul,1
1559, display.product*ljv_0270*cofredicionario-safedictionary,1
1560, perfumariaecosmetica,9
1561, cart.addproduct*hrl_2008*126.0000,1
1562, display.product*lon_4505*botaempelepiton-luisonofre,40
1563, 3002,1
1564, /?gclid+cmtxzvhuvq0cfuvtfaod_06daw,1
1565, luisonofre,23
1566,semtrabalho!,4
1567, sacos,5
1568, pddimage*ljv_0059*link3,1
1569, display.product*ljv_0530*cubmota125cc-arainhadosbaixosconsumosbaixos,48
1570, lon_4003,13
1571, display.product*hrl_2044*botaspretascomsaltosforradosapeleecamurca-siennasensational,1
1572, pddimage*ljv_0021*link3,12
1573, cart.addproduct*ljv_0172*24.9000,1
1574, display.product*sam_0105*funnyfacessmillebackpacks-panda,1
1575, /?t+btl114o71w1ttyki5w9mob20nhnm44yn&c+ljv%2apdd19012012,1
1576, /sales/order/view/order_id/2873/,1
1577, 4109,2
1578, /?gclid+cp-9y_rqtk0cfsfitaodw1ex1a,1
1579, order.finalized*300001348*order.subtotal*70.00,1
1580, /?gclid+cnf59teoxq0cfvblfaodpmy-ga,1
1581, cart.addproduct*lon_4014*177.0000,2
1582, cart.addproduct*lon_4212*237.0000,1
1583, portachaves,1
1584, display.product*eas_0103*botimroxo-egidioalves,6
1585, corrente,1
1586, display.product*rev_0123*soutienbalconnetreverieseaemazulebrancobordado,1
1587, display.product*muu_0117*malaorelhasempeledevacacinza,1
1588,pddimage*ljv_0528*link3,13
1589, malas,31
1590, 4207,2
1591, /sandalias/sandalias-de-salto.html,1
1592, -stiletoscamurcaverdeedetalhesdouradosluisonofre,1
1593, link2*sko,2
1594, display.product*lon_3104*luisonofresandalsintaupesatinandswarovskicrystals,1
1595, order.subtotal*68*order.incrementid*300001302,1
1596, cart.addproduct*lon_4502*254.0000,1
1597,productlegend*ljv_0070*link5,5
1598, /ljv-brand,1
1599, /?t+ve3m58h0nz40lkg5hsws69qpotjfdtma&c+lon%2apdd31012012,1
1600, /?gclid+cpswvej9yk0cfyuifaodu20big,1
1601, order.finalized*300001320*order.subtotal*254.00,1
1602, /ljv-about-us,1
1603, order.finalized*500000080*order.subtotal*32.00,1
1604, display.product*ljv_0391*digitalpersonau.are.u4000breader,2
1605, /botins/botim-em-pele-camel-luis-onofre.html,1
1606, display.product*ljv_0468*conversordevgaparahdmi,1
